AdaptivePavlov_deterministic,AdaptivePavlov_random,Always0,Always3,CastigadorInfernal,ContriteTitForTat,Detective,Deterministic_simpletron_optimist_TfT,Deterministic_simpletron_optimist_notTfT,Deterministic_simpletron_pesimist_notTfT,Focal5,GenerousTitForTat_generous_p_0.1,GenerousTitForTat_generous_p_0.25,GenerousTitForTat_generous_p_0.5,GenerousTitForTat_generous_p_0.75,GrimTrigger,Permisive_TFT_patience_10,Permisive_TFT_patience_3,Permisive_TFT_patience_5,TitForTat,UniformRandom
0.046511627906976744,0.0562015503875969,0.06201550387596899,0.0,0.0,0.06395348837209303,0.12403100775193798,0.040697674418604654,0.031007751937984496,0.003875968992248062,0.0,0.044573643410852716,0.06395348837209303,0.06201550387596899,0.06782945736434108,0.031007751937984496,0.046511627906976744,0.04844961240310078,0.044573643410852716,0.03875968992248062,0.12403100775193798
0.06076388888888889,0.041666666666666664,0.05555555555555555,0.0,0.0,0.06597222222222222,0.109375,0.03993055555555555,0.05555555555555555,0.005208333333333333,0.0,0.05381944444444445,0.07118055555555555,0.07291666666666667,0.078125,0.027777777777777776,0.03819444444444445,0.043402777777777776,0.03819444444444445,0.03125,0.1111111111111111
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05190592051905921,0.05190592051905921,0.025952960259529603,0.019464720194647202,0.058394160583941604,0.05190592051905921,0.05190592051905921,0.05190592051905921,0.050283860502838604,0.025952960259529603,0.07137064071370641,0.05190592051905921,0.05190592051905921,0.05190592051905921,0.05190592051905921,0.021897810218978103,0.05190592051905921,0.05190592051905921,0.05190592051905921,0.05190592051905921,0.05190592051905921
0.06260869565217392,0.06260869565217392,0.02782608695652174,0.0,0.028695652173913042,0.06260869565217392,0.06260869565217392,0.05304347826086957,0.035652173913043476,0.01652173913043478,0.02,0.06260869565217392,0.06260869565217392,0.06260869565217392,0.06260869565217392,0.01391304347826087,0.06260869565217392,0.06260869565217392,0.06260869565217392,0.05304347826086957,0.06260869565217392
0.060546875,0.05078125,0.0625,0.0,0.0,0.046875,0.125,0.03125,0.0546875,0.0,0.0,0.05078125,0.064453125,0.068359375,0.072265625,0.03125,0.0390625,0.041015625,0.041015625,0.03515625,0.125
0.0,0.004807692307692308,0.15384615384615385,0.0,0.0,0.0,0.11538461538461539,0.10096153846153846,0.0,0.03365384615384615,0.0,0.0,0.009615384615384616,0.014423076923076924,0.0625,0.0,0.02403846153846154,0.03365384615384615,0.04326923076923077,0.09615384615384616,0.3076923076923077
0.06342182890855458,0.06047197640117994,0.0471976401179941,0.0,0.016224188790560472,0.07079646017699115,0.06342182890855458,0.035398230088495575,0.048672566371681415,0.017699115044247787,0.019174041297935103,0.06932153392330384,0.06784660766961652,0.06932153392330384,0.06932153392330384,0.0,0.045722713864306784,0.04277286135693215,0.0471976401179941,0.07669616519174041,0.06932153392330384
0.061381074168797956,0.04092071611253197,0.04092071611253197,0.0025575447570332483,0.03964194373401535,0.04603580562659847,0.08184143222506395,0.03964194373401535,0.030690537084398978,0.03964194373401535,0.05370843989769821,0.04603580562659847,0.04603580562659847,0.056265984654731455,0.05115089514066496,0.0038363171355498722,0.061381074168797956,0.06649616368286446,0.056265984654731455,0.05370843989769821,0.08184143222506395
0.05688073394495413,0.05596330275229358,0.029357798165137616,0.029357798165137616,0.04862385321100918,0.05871559633027523,0.05229357798165138,0.047706422018348627,0.030275229357798167,0.022018348623853212,0.045871559633027525,0.05504587155963303,0.05779816513761468,0.05871559633027523,0.05779816513761468,0.030275229357798167,0.05504587155963303,0.05779816513761468,0.05779816513761468,0.047706422018348627,0.044954128440366975
0.06077348066298342,0.06077348066298342,0.022099447513812154,0.0,0.0531767955801105,0.06077348066298342,0.06077348066298342,0.05179558011049724,0.031767955801104975,0.026243093922651933,0.03798342541436464,0.05870165745856354,0.06077348066298342,0.06077348066298342,0.06077348066298342,0.011049723756906077,0.06077348066298342,0.06077348066298342,0.06077348066298342,0.04765193370165746,0.05179558011049724
0.07105719237435008,0.05719237435008666,0.05545927209705372,0.0,0.0,0.0658578856152513,0.11091854419410745,0.029462738301559793,0.04852686308492201,0.006932409012131715,0.005199306759098787,0.0415944540727903,0.05719237435008666,0.06239168110918544,0.060658578856152515,0.02772963604852686,0.05199306759098787,0.03986135181975736,0.053726169844020795,0.043327556325823226,0.11091854419410745
0.060546875,0.044921875,0.0625,0.0,0.0,0.060546875,0.12109375,0.03515625,0.0546875,0.001953125,0.0,0.060546875,0.046875,0.046875,0.05859375,0.03125,0.056640625,0.041015625,0.056640625,0.03515625,0.125
0.06597938144329897,0.04536082474226804,0.06597938144329897,0.0,0.0,0.05979381443298969,0.12577319587628866,0.03505154639175258,0.041237113402061855,0.0,0.0,0.0577319587628866,0.08247422680412371,0.049484536082474224,0.04742268041237113,0.032989690721649485,0.03711340206185567,0.04329896907216495,0.04536082474226804,0.032989690721649485,0.13195876288659794
0.0613107822410148,0.040169133192389,0.06765327695560254,0.0,0.0,0.05708245243128964,0.10782241014799154,0.035940803382663845,0.0507399577167019,0.0021141649048625794,0.0,0.0613107822410148,0.07188160676532769,0.08668076109936575,0.0507399577167019,0.03382663847780127,0.03805496828752643,0.03382663847780127,0.03171247357293869,0.03382663847780127,0.13530655391120508
0.04575786463298379,0.04575786463298379,0.030505243088655862,0.03527168732125834,0.05338417540514776,0.04575786463298379,0.061010486177311724,0.061010486177311724,0.058150619637750235,0.029551954242135366,0.06863679694947569,0.04575786463298379,0.04575786463298379,0.04575786463298379,0.04575786463298379,0.022878932316491896,0.04575786463298379,0.04575786463298379,0.04575786463298379,0.061010486177311724,0.061010486177311724
0.06172839506172839,0.06481481481481481,0.04938271604938271,0.0,0.0,0.06790123456790123,0.09104938271604938,0.05092592592592592,0.024691358024691357,0.006172839506172839,0.0,0.05246913580246913,0.05401234567901234,0.07098765432098765,0.07098765432098765,0.024691358024691357,0.037037037037037035,0.06481481481481481,0.05709876543209876,0.05246913580246913,0.09876543209876543
0.06393442622950819,0.06393442622950819,0.05245901639344262,0.0,0.0,0.07049180327868852,0.09344262295081968,0.05737704918032787,0.019672131147540985,0.001639344262295082,0.0,0.06721311475409836,0.07049180327868852,0.07049180327868852,0.07868852459016394,0.02622950819672131,0.036065573770491806,0.03934426229508197,0.029508196721311476,0.054098360655737705,0.10491803278688525
0.06446540880503145,0.0660377358490566,0.050314465408805034,0.0,0.0,0.06761006289308176,0.08647798742138364,0.050314465408805034,0.031446540880503145,0.0015723270440251573,0.0,0.05188679245283019,0.055031446540880505,0.0660377358490566,0.0770440251572327,0.025157232704402517,0.04245283018867924,0.07232704402515723,0.03773584905660377,0.05345911949685535,0.10062893081761007
0.06984126984126984,0.07301587301587302,0.050793650793650794,0.0,0.01746031746031746,0.07301587301587302,0.06984126984126984,0.01904761904761905,0.03492063492063492,0.01904761904761905,0.03015873015873016,0.06190476190476191,0.07301587301587302,0.0761904761904762,0.0761904761904762,0.0,0.047619047619047616,0.049206349206349205,0.047619047619047616,0.0380952380952381,0.07301587301587302
0.0,0.0,0.2689075630252101,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.12605042016806722,0.1092436974789916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15126050420168066,0.20168067226890757
